"gene","rloop_density"
"LOC103021296",0.69
"LOC103091866",0.89
"LOC103171574",4.2
"LOC103191607",0.86
"LOC103312105",0.71
"LOC103344931",1.14
"LOC103352541",0.84
"LOC103611081",1.83
"LOC103908605",1.54
"LOC104054148",0.81
"LOC104613533",0.72
"LOC104968399",4.92
"LOC105274304",0.88
"LOC105369146",0.7
"LOC105369187",0.94
"LOC105369192",0.98
"LOC105369332",4.06
"LOC105369340",30.37
"LOC105369423",0.78
"LOC105369431",0.85
"LOC105369438",0.93
"LOC105369443",0.88
"LOC105369473",0.9
"LOC105369486",0.89
"LOC105369507",1.12
"LOC105369509",0.98
"LOC105369532",0.88
"LOC105369595",1.05
"LOC105369632",2.2
"LOC105369635",19.65
"LOC105369691",0.81
"LOC105369723",1
"LOC105369738",0.77
"LOC105369739",0.84
"LOC105369747",0.79
"LOC105369781",1.27
"LOC105369785",0.78
"LOC105369860",0.77
"LOC105369879",0.92
"LOC105369891",0.65
"LOC105369893",0.86
"LOC105369911",0.83
"LOC105369920",0.73
"LOC105369921",0.88
"LOC105369945",0.71
"LOC105369971",0.99
"LOC105369980",0.79
"LOC105370014",0.7
"LOC105370016",0.96
"LOC105370024",1.55
"LOC105370068",0.74
"LOC105370177",0.92
"LOC105370203",0.95
"LOC105370306",0.87
"LOC105370333",1.83
"LOC105370369",0.93
"LOC105370424",0.77
"LOC105370457",0.73
"LOC105370473",0.78
"LOC105370489",1.01
"LOC105370526",1.92
"LOC105370586",0.77
"LOC105370605",0.68
"LOC105370619",1.14
"LOC105370622",0.58
"LOC105370697",2.28
"LOC105370757",0.8
"LOC105370792",2.54
"LOC105370802",0.86
"LOC105370829",0.85
"LOC105370888",1.01
"LOC105370941",1.1
"LOC105370943",3.75
"LOC105370954",0.73
"LOC105371038",10.97
"LOC105371046",2.32
"LOC105371049",10.68
"LOC105371083",2.04
"LOC105371184",33.38
"LOC105371267",1.02
"LOC105371328",1.23
"LOC105371335",0.87
"LOC105371414",7.17
"LOC105371430",1.27
"LOC105371433",1.09
"LOC105371458",0.85
"LOC105371485",2.55
"LOC105371506",1.64
"LOC105371592",4.31
"LOC105371703",0.79
"LOC105371730",1.01
"LOC105371789",1.96
"LOC105371795",3.54
"LOC105371814",2.35
"LOC105371824",2.94
"LOC105371849",1.17
"LOC105371899",0.99
"LOC105371907",2.96
"LOC105371925",1.96
"LOC105371998",1.57
"LOC105372028",0.87
"LOC105372038",0.76
"LOC105372068",0.68
"LOC105372069",0.88
"LOC105372071",0.97
"LOC105372179",0.98
"LOC105372273",3.24
"LOC105372280",9.58
"LOC105372383",1.79
"LOC105372397",1.06
"LOC105372419",3.48
"LOC105372440",1.69
"LOC105372441",0.84
"LOC105372476",1.38
"LOC105372480",1.44
"LOC105372483",2.95
"LOC105372493",1.83
"LOC105372582",0.78
"LOC105372653",1.13
"LOC105372672",0.82
"LOC105372695",0.79
"LOC105372795",0.97
"LOC105372833",1.24
"LOC105372977",0.83
"LOC105373021",1.21
"LOC105373031",2.35
"LOC105373044",0.84
"LOC105373051",0.86
"LOC105373100",1
"LOC105373156",0.97
"LOC105373185",1.37
"LOC105373300",0.9
"LOC105373338",1.64
"LOC105373352",0.73
"LOC105373368",0.78
"LOC105373378",1.1
"LOC105373383",1.21
"LOC105373394",0.77
"LOC105373496",0.72
"LOC105373553",0.75
"LOC105373562",2.12
"LOC105373609",0.83
"LOC105373656",1
"LOC105373764",0.84
"LOC105373782",0.86
"LOC105373805",0.93
"LOC105373876",0.76
"LOC105373878",1.14
"LOC105374060",0.79
"LOC105374194",0.65
"LOC105374205",0.79
"LOC105374297",2.43
"LOC105374313",0.69
"LOC105374344",0.84
"LOC105374366",1.56
"LOC105374389",0.64
"LOC105374428",0.94
"LOC105374516",0.88
"LOC105374546",1.27
"LOC105374620",0.65
"LOC105374693",0.8
"LOC105374704",0.65
"LOC105374727",1.19
"LOC105374820",0.88
"LOC105374952",2.91
"LOC105374960",0.72
"LOC105374972",0.76
"LOC105374988",0.95
"LOC105375014",0.97
"LOC105375075",0.94
"LOC105375115",0.7
"LOC105375166",0.83
"LOC105375218",1.19
"LOC105375297",1.02
"LOC105375304",1.04
"LOC105375396",0.78
"LOC105375401",1.16
"LOC105375429",1.18
"LOC105375483",0.89
"LOC105375504",0.65
"LOC105375512",0.8
"LOC105375545",1.29
"LOC105375556",0.6
"LOC105375650",0.97
"LOC105375713",0.88
"LOC105375734",0.61
"LOC105375744",0.64
"LOC105375773",0.86
"LOC105375787",1.01
"LOC105375800",2.88
"LOC105375843",0.81
"LOC105375972",0.67
"LOC105376064",0.69
"LOC105376114",0.94
"LOC105376194",0.75
"LOC105376271",1.45
"LOC105376306",2.85
"LOC105376331",0.94
"LOC105376351",0.84
"LOC105376360",0.8
"LOC105376365",0.71
"LOC105376382",0.86
"LOC105376398",0.69
"LOC105376430",0.68
"LOC105376468",0.84
"LOC105376480",0.94
"LOC105376554",0.82
"LOC105376575",0.93
"LOC105376599",0.93
"LOC105376633",0.73
"LOC105376671",1
"LOC105376731",1.82
"LOC105376736",1.37
"LOC105376772",2.1
"LOC105376805",1.33
"LOC105376975",1.07
"LOC105376997",0.66
"LOC105377102",1.53
"LOC105377143",0.82
"LOC105377146",0.77
"LOC105377162",1.12
"LOC105377213",0.7
"LOC105377245",1.08
"LOC105377247",0.87
"LOC105377267",0.82
"LOC105377348",1.74
"LOC105377448",0.89
"LOC105377458",0.92
"LOC105377480",1
"LOC105377590",2.86
"LOC105377621",0.85
"LOC105377623",0.98
"LOC105377651",0.83
"LOC105377671",0.85
"LOC105377716",0.81
"LOC105377763",1.75
"LOC105377879",0.77
"LOC105377924",1.02
"LOC105377962",0.79
"LOC105377967",0.94
"LOC105377975",0.84
"LOC105378047",0.99
"LOC105378052",1.28
"LOC105378068",0.8
"LOC105378098",0.83
"LOC105378123",0.92
"LOC105378127",0.96
"LOC105378137",0.96
"LOC105378146",0.97
"LOC105378183",0.76
"LOC105378269",0.84
"LOC105378292",0.67
"LOC105378311",0.81
"LOC105378330",0.57
"LOC105378349",0.8
"LOC105378367",0.92
"LOC105378385",1.01
"LOC105378397",0.75
"LOC105378430",0.81
"LOC105378470",0.75
"LOC105378591",2.28
"LOC105378614",1.82
"LOC105378663",1.1
"LOC105378683",2.81
"LOC105378828",0.91
"LOC105378853",0.93
"LOC105378933",1.39
"LOC105379030",0.84
"LOC105379143",0.89
"LOC105379176",0.89
"LOC105379183",4.18
"LOC105379192",0.94
"LOC105379194",2.04
"LOC105379393",0.93
"LOC105379450",0.86
"LOC105379477",0.93
"LOC105379511",0.95
"LOC105379514",0.78
"LOC105379807",0.64
"LOC105447645",1.96
"LOC105616981",0.84
"LOC105747689",1.19
"LOC105755953",1.16
"LOC106660606",12.67
"LOC106699570",1.15
"LOC107001062",1.1
"LOC107133515",1.1
"LOC107161159",1.1
"LOC107984640",0.97
"LOC107985033",1.32
"LOC108783645",0.96
"LOC108783654",3.57
"LOC115110",3.01
"LOC143666",2.6
"LOC145474",0.79
"LOC145694",1.77
"LOC145783",1.02
"LOC145845",0.9
"LOC148413",12.62
"LOC148696",1.72
"LOC148709",2.21
"LOC149373",0.79
"LOC149684",0.83
"LOC149950",1.41
"LOC150051",4.2
"LOC150776",6.77
"LOC150935",0.73
"LOC151174",0.83
"LOC151484",0.78
"LOC153684",2.47
"LOC153910",0.87
"LOC154449",0.82
"LOC154761",1.25
"LOC155060",2.29
"LOC157273",0.77
"LOC158434",0.89
"LOC158435",0.86
"LOC171391",2.87
"LOC200726",0.81
"LOC200772",0.9
"LOC202181",1.18
"LOC220729",2.25
"LOC221122",1.02
"LOC221946",24.57
"LOC254028",0.72
"LOC254896",1.22
"LOC255187",0.81
"LOC256880",0.9
"LOC257396",0.77
"LOC283028",0.66
"LOC283038",0.84
"LOC283045",0.79
"LOC283140",1.02
"LOC283177",0.92
"LOC283194",0.88
"LOC283214",1.09
"LOC283299",0.98
"LOC283332",0.69
"LOC283335",10.83
"LOC283352",0.98
"LOC283440",0.94
"LOC283575",1.07
"LOC283683",1.06
"LOC283710",0.99
"LOC283731",0.85
"LOC283856",0.87
"LOC283922",1.74
"LOC284009",1.5
"LOC284023",6.24
"LOC284080",2.7
"LOC284241",1.01
"LOC284344",0.84
"LOC284379",1.09
"LOC284395",0.84
"LOC284412",2.26
"LOC284454",8.12
"LOC284578",0.8
"LOC284581",1.15
"LOC284632",0.87
"LOC284788",0.78
"LOC284798",0.77
"LOC284865",1.09
"LOC284898",0.75
"LOC284930",1.61
"LOC284933",1.55
"LOC284950",0.9
"LOC285000",0.81
"LOC285043",0.75
"LOC285074",1.61
"LOC285095",1.78
"LOC285484",0.9
"LOC285593",0.81
"LOC285626",0.85
"LOC285696",0.9
"LOC285762",0.8
"LOC285766",0.81
"LOC285804",0.9
"LOC285819",1.11
"LOC285847",1.22
"LOC285889",0.88
"LOC286059",1.43
"LOC286083",0.82
"LOC286177",0.77
"LOC286178",0.83
"LOC286297",0.89
"LOC286359",0.71
"LOC286437",1.32
"LOC338694",0.78
"LOC338797",0.81
"LOC338963",0.93
"LOC339059",5.21
"LOC339166",0.91
"LOC339260",0.81
"LOC339298",0.95
"LOC339529",0.81
"LOC339539",0.86
"LOC339593",0.7
"LOC339666",2.75
"LOC339685",0.87
"LOC339803",0.84
"LOC339807",1.02
"LOC339862",1
"LOC339874",1.1
"LOC339975",0.88
"LOC339978",0.88
"LOC340017",0.74
"LOC340090",0.8
"LOC340107",0.7
"LOC340357",0.91
"LOC340512",0.89
"LOC340581",0.96
"LOC341056",1.22
"LOC343052",1.53
"LOC344967",2.39
"LOC349160",0.8
"LOC374443",1.06
"LOC375196",0.86
"LOC387810",0.91
"LOC388242",15.61
"LOC388282",0.84
"LOC388436",1.15
"LOC388692",1.05
"LOC388780",1.17
"LOC388813",0.77
"LOC389199",2.4
"LOC389247",1.46
"LOC389273",0.82
"LOC389332",6.06
"LOC389602",0.83
"LOC389641",1.88
"LOC389705",0.87
"LOC389765",0.72
"LOC389895",1.01
"LOC389906",2.58
"LOC390705",0.78
"LOC390877",1.8
"LOC391322",12.32
"LOC392196",1.01
"LOC392232",0.79
"LOC392364",0.57
"LOC392452",0.79
"LOC399715",0.96
"LOC399815",1.33
"LOC399886",0.98
"LOC400002",1.1
"LOC400043",1.09
"LOC400464",0.76
"LOC400541",2.23
"LOC400553",0.84
"LOC400655",0.95
"LOC400682",0.9
"LOC400684",1.4
"LOC400706",0.83
"LOC400710",0.97
"LOC400794",0.81
"LOC400867",0.92
"LOC400927",1.92
"LOC400927-CSNK1E",2.62
"LOC400940",0.65
"LOC400958",1
"LOC401052",6.09
"LOC401127",0.97
"LOC401134",0.87
"LOC401261",4.8
"LOC401286",0.92
"LOC401312",0.8
"LOC401320",1.21
"LOC401324",0.79
"LOC401357",0.62
"LOC401442",0.74
"LOC401463",0.77
"LOC401554",2.52
"LOC401557",1.08
"LOC401585",1.05
"LOC403312",1.02
"LOC403323",0.94
"LOC407835",0.87
"LOC414300",0.92
"LOC439933",0.95
"LOC440028",2.79
"LOC440040",0.77
"LOC440117",0.92
"LOC440173",0.82
"LOC440300",11.32
"LOC440311",0.81
"LOC440434",1.63
"LOC440461",1.01
"LOC440600",1.26
"LOC440700",0.92
"LOC440896",0.74
"LOC440910",1.15
"LOC440934",0.79
"LOC440982",0.84
"LOC441025",0.85
"LOC441052",0.79
"LOC441081",4.35
"LOC441086",1.17
"LOC441155",0.75
"LOC441178",0.92
"LOC441204",0.83
"LOC441242",1.62
"LOC441454",1.88
"LOC441455",0.81
"LOC441601",0.88
"LOC441666",0.87
"LOC442028",0.82
"LOC442132",0.99
"LOC442497",1.02
"LOC494127",0.7
"LOC494141",0.72
"LOC51145",1.32
"LOC541472",0.69
"LOC541473",3.36
"LOC550113",1.02
"LOC553103",1.33
"LOC554206",1.51
"LOC554223",0.77
"LOC554249",3.24
"LOC574538",0.77
"LOC606724",8.73
"LOC613266",0.78
"LOC641367",1.23
"LOC641746",0.62
"LOC642361",6.6
"LOC642366",0.87
"LOC642423",11.85
"LOC642426",0.88
"LOC642846",3.25
"LOC642852",6.28
"LOC642929",0.62
"LOC642943",0.65
"LOC643072",1.17
"LOC643201",0.86
"LOC643339",0.85
"LOC643387",1.07
"LOC643406",1.03
"LOC643441",0.76
"LOC643542",0.95
"LOC643623",0.87
"LOC643711",0.77
"LOC643733",0.94
"LOC643770",0.95
"LOC643802",0.99
"LOC643923",0.92
"LOC644145",0.87
"LOC644189",1.1
"LOC644285",1.49
"LOC644554",0.74
"LOC644656",2.63
"LOC644669",0.76
"LOC644762",1.13
"LOC644794",1.55
"LOC644919",0.8
"LOC644936",1
"LOC645166",0.85
"LOC645177",0.86
"LOC645188",0.53
"LOC645485",0.83
"LOC645513",1.65
"LOC645752",0.88
"LOC645967",3.28
"LOC646029",0.74
"LOC646214",0.88
"LOC646241",0.76
"LOC646471",9.74
"LOC646522",0.92
"LOC646548",0.78
"LOC646626",14.29
"LOC646730",0.85
"LOC646736",0.73
"LOC646743",0.79
"LOC646762",1.15
"LOC646813",0.89
"LOC646903",4.93
"LOC646938",0.77
"LOC647859",1.05
"LOC648987",1.31
"LOC649133",0.93
"LOC649352",0.86
"LOC650226",0.95
"LOC652276",4.25
"LOC653160",2.12
"LOC653653",0.46
"LOC653712",1.94
"LOC653786",0.79
"LOC654342",1.37
"LOC654841",0.78
"LOC727751",2.63
"LOC727896",0.92
"LOC727924",0.73
"LOC727993",0.94
"LOC728024",1.13
"LOC728040",0.75
"LOC728084",0.81
"LOC728095",0.87
"LOC728175",0.87
"LOC728392",1.3
"LOC728485",0.97
"LOC728554",1.38
"LOC728613",1.14
"LOC728673",1.82
"LOC728715",2.4
"LOC728730",1.05
"LOC728739",1.09
"LOC728743",1.02
"LOC728752",3.46
"LOC728989",0.76
"LOC729080",0.81
"LOC729159",1
"LOC729218",1.64
"LOC729224",0.88
"LOC729296",0.78
"LOC729307",0.77
"LOC729506",0.84
"LOC729603",0.93
"LOC729609",1.1
"LOC729652",8.97
"LOC729683",5.57
"LOC729732",1.03
"LOC729737",0.67
"LOC729739",0.98
"LOC729815",0.76
"LOC729867",2.16
"LOC729870",1.91
"LOC729930",0.97
"LOC729966",2.33
"LOC729970",0.9
"LOC730098",2.45
"LOC730100",0.8
"LOC730101",0.86
"LOC730102",0.78
"LOC730159",0.71
"LOC730183",9.14
"LOC730202",1.46
"LOC730338",0.81
"LOC730668",4.06
"LOC731157",1.59
"LOC81691",1.26
"LOC90246",0.61
"LOC90768",1.09
"LOC90784",3.09
"LOC91450",9.38
"LOC93429",0.94
"LOC93463",0.82
"LOC93622",4.32
"LOH12CR2",0.83
"LONP1",14.4
"LONP2",1.27
"LONRF1",1.09
"LONRF2",1.7
"LONRF3",1.51
"LOR",0.74
"LOX",0.79
"LOXHD1",0.91
"LOXL1",2.28
"LOXL1-AS1",2.07
"LOXL2",1.09
"LOXL3",2.38
"LOXL4",3.5
"LPA",0.86
"LPAL2",0.88
"LPAR1",0.82
"LPAR2",7.31
"LPAR3",0.83
"LPAR4",0.83
"LPAR5",1.08
"LPAR6",1.32
"LPCAT1",2.89
"LPCAT2",0.93
"LPCAT3",1.98
"LPCAT4",1.45
"LPGAT1",1.1
"LPIN1",1.1
"LPIN2",1.04
"LPIN3",3.38
"LPL",0.96
"LPO",0.81
"LPP",1.06
"LPP-AS1",1.02
"LPP-AS2",5.25
"LPXN",0.94
"LRAT",0.85
"LRBA",1.01
"LRCH1",1.03
"LRCH2",0.8
"LRCH3",1.01
"LRCH4",8.81
"LRCOL1",1
"LRFN1",2.54
"LRFN2",0.88
"LRFN3",2.08
"LRFN4",23.47
"LRFN5",0.77
"LRG1",3.01
"LRGUK",0.84
"LRIF1",0.91
"LRIG1",1.55
"LRIG2",1.11
"LRIG3",1.32
"LRIT1",0.98
"LRIT2",0.8
"LRIT3",0.78
"LRMP",0.85
"LRP1",1.14
"LRP1-AS",0.75
"LRP10",12.48
"LRP11",2.11
"LRP12",0.77
"LRP1B",0.84
"LRP2",0.84
"LRP2BP",0.98
"LRP3",3.09
"LRP4",1.04
"LRP4-AS1",1.05
"LRP5",3.24
"LRP5L",2.77
"LRP6",1.06
"LRP8",3.63
"LRPAP1",6.39
"LRPPRC",1.26
"LRR1",1.7
"LRRC1",1.09
"LRRC10",0.69
"LRRC10B",2.53
"LRRC14",15.22
"LRRC14B",0.97
"LRRC15",0.76
"LRRC17",0.71
"LRRC18",0.69
"LRRC19",0.84
"LRRC2",0.85
"LRRC2-AS1",0.77
"LRRC20",1.1
"LRRC23",1.34
"LRRC24",12.75
"LRRC25",1.53
"LRRC26",1.44
"LRRC27",1.67
"LRRC28",0.82
"LRRC29",3.63
"LRRC3",1.14
"LRRC3-AS1",1.05
"LRRC30",1.54
"LRRC31",0.77
"LRRC32",0.73
"LRRC34",0.75
"LRRC36",0.88
"LRRC37A",1.2
"LRRC37A11P",0.88
"LRRC37A2",1.29
"LRRC37A3",1.08
"LRRC37A4P",0.87
"LRRC37A5P",0.93
"LRRC37A6P",1.13
"LRRC37A8P",1.13
"LRRC37B",1.21
"LRRC38",0.97
"LRRC39",0.98
"LRRC3B",0.75
"LRRC3C",0.9
"LRRC4",1.53
"LRRC40",0.97
"LRRC41",4.96
"LRRC42",1.55
"LRRC43",1.51
"LRRC45",15.67
"LRRC46",3.64
"LRRC47",2.69
"LRRC49",0.81
"LRRC4B",1.57
"LRRC4C",0.8
"LRRC52",0.79
"LRRC55",0.84
"LRRC56",1.88
"LRRC57",1.35
"LRRC58",1.47
"LRRC59",3.51
"LRRC6",0.83
"LRRC61",1.99
"LRRC63",0.84
"LRRC66",0.8
"LRRC69",0.85
"LRRC7",0.8
"LRRC70",1.09
"LRRC71",2.96
"LRRC72",0.81
"LRRC73",5.42
"LRRC74A",0.93
"LRRC74B",0.94
"LRRC75A",4.81
"LRRC75A-AS1",7.56
"LRRC75B",1.93
"LRRC8A",3.57
"LRRC8B",1.5
"LRRC8C",1.02
"LRRC8D",1.31
"LRRC8E",3.65
"LRRC9",0.76
"LRRCC1",0.9
"LRRD1",0.8
"LRRFIP1",2.34
"LRRFIP2",1.15
"LRRIQ1",0.73
"LRRIQ3",0.81
"LRRIQ4",0.79
"LRRK1",0.97
"LRRK2",0.77
"LRRN1",0.72
"LRRN2",1.13
"LRRN3",0.71
"LRRN4",1.42
"LRRN4CL",2.18
"LRRTM1",0.97
"LRRTM2",1.51
"LRRTM3",0.81
"LRRTM4",0.82
"LRSAM1",4.09
"LRTM1",0.9
"LRTM2",0.85
"LRTOMT",5.35
"LRWD1",10.23
"LSAMP",0.77
"LSAMP-AS1",0.84
"LSG1",1.85
"LSM1",1.1
"LSM10",2.11
"LSM11",1.18
"LSM12",2.04
"LSM14A",1.7
"LSM14B",2.97
"LSM2",2.04
"LSM3",1.54
"LSM4",4.4
"LSM5",2.36
"LSM6",1.52
"LSM7",3.16
"LSM8",2.17
"LSMEM1",0.77
"LSMEM2",6.15
"LSP1",1.09
"LSP1P3",1.47
"LSR",12.39
"LSS",1.63
"LST1",1.25
"LTA",1.12
"LTA4H",0.99
"LTB",1.33
"LTB4R",4.33
"LTB4R2",7.16
"LTBP1",0.93
"LTBP2",0.87
"LTBP3",4.84
"LTBP4",3.31
"LTBR",4.21
"LTC4S",15.64
"LTF",0.87
"LTK",1.52
"LTN1",1.05
"LTV1",1.67
"LUADT1",0.78
"LUC7L",1.63
"LUC7L2",1.79
"LUC7L3",1.62
"LUCAT1",0.97
"LUM",0.83
"LUNAR1",1.65
"LURAP1",1
"LURAP1L",0.94
"LURAP1L-AS1",0.92
"LUZP1",1.52
"LUZP2",0.82
"LUZP4",0.84
"LUZP6",1.15
"LVCAT1",0.8
"LVCAT5",0.79
"LVCAT8",0.98
"LVRN",0.81
"LXN",1.96
"LY6D",0.73
"LY6E",12.01
"LY6G5B",4.72
"LY6G5C",3.91
"LY6G6C",1.76
"LY6G6D",1.03
"LY6G6E",0.95
"LY6G6F",0.91
"LY6H",0.84
"LY6K",0.93
"LY75",0.79
"LY75-CD302",0.88
"LY86",0.83
"LY86-AS1",0.83
"LY9",0.82
"LY96",0.93
"LYAR",1.13
"LYG1",0.95
"LYG2",0.91
"LYL1",3.09
"LYN",1.03
"LYNX1",1.06
"LYPD1",1
"LYPD2",3.38
"LYPD3",2.02
"LYPD4",0.95
"LYPD5",1.05
"LYPD6",1.12
"LYPD6B",1.05
"LYPD8",0.97
"LYPLA1",1.57
"LYPLA2",6.88
"LYPLA2P2",1.83
"LYPLAL1",1.11
"LYPLAL1-AS1",0.71
"LYRM1",4.06
"LYRM2",2.31
"LYRM4",1
"LYRM4-AS1",0.96
"LYRM7",0.89
"LYRM9",1.09
"LYSMD1",1.37
"LYSMD2",1.03
"LYSMD3",1.12
"LYSMD4",1.68
"LYST",0.87
"LYVE1",0.88
"LYZ",0.73
"LYZL1",0.73
"LYZL2",0.79
"LYZL4",0.91
"LYZL6",0.94
"LZIC",1.58
"LZTFL1",0.93
"LZTR1",2.49
"LZTS1",1
"LZTS1-AS1",0.91
"LZTS2",4.38
"LZTS3",1.7
"M1AP",0.95
"M6PR",2.32
"MAATS1",0.81
"MAB21L1",0.77
"MAB21L2",1.77
"MAB21L3",0.84
"MACC1",1
"MACC1-AS1",0.85
"MACF1",1.24
"MACROD1",3.48
"MACROD2",0.85
"MACROD2-AS1",0.91
"MACROD2-IT1",0.87
"MAD1L1",2.27
"MAD2L1",1.32
"MAD2L1BP",3.33
"MAD2L2",2.59
"MADCAM1",1.42
"MADD",2.58
"MAEA",3.15
"MAEL",0.74
"MAF",0.86
"MAF1",11.71
"MAFA",1.22
"MAFA-AS1",1.13
"MAFB",1.23
"MAFF",15.51
"MAFG",4.03
"MAFG-AS1",6.52
"MAFK",21.51
"MAFTRR",0.81
"MAG",1.23
"MAGEA1",0.92
"MAGEA10",0.9
"MAGEA10-MAGEA5",0.89
"MAGEA11",0.83
"MAGEA12",0.94
"MAGEA2",0.77
"MAGEA3",0.74
"MAGEA4",1.07
"MAGEA5",0.98
"MAGEA6",0.78
"MAGEA8",0.86
"MAGEA8-AS1",0.82
"MAGEA9",1.27
"MAGEA9B",1.27
"MAGEB1",0.83
"MAGEB10",0.91
"MAGEB16",0.87
"MAGEB17",0.99
"MAGEB18",1.04
"MAGEB2",1.11
"MAGEB3",1.05
"MAGEB4",1.23
"MAGEB5",0.94
"MAGEB6",0.74
"MAGEC1",0.78
"MAGEC2",0.81
"MAGEC3",0.84
"MAGED1",2.58
"MAGED2",2.45
"MAGED4",1.32
"MAGEE1",0.74
"MAGEE2",0.81
"MAGEF1",2.99
"MAGEH1",0.76
"MAGEL2",0.72
"MAGI1",1.06
"MAGI1-AS1",1.05
"MAGI1-IT1",1.05
"MAGI2",0.78
"MAGI2-AS2",0.78
"MAGI2-AS3",0.73
"MAGI3",0.95
"MAGIX",1.73
"MAGOH",3.34
"MAGOH2P",0.37
"MAGOHB",1.26
"MAGT1",1.25
"MAIP1",1.89
"MAJIN",0.86
"MAK",1.11
"MAK16",1.72
"MAL",0.93
"MAL2",2.79
"MALAT1",9.53
"MALL",1.18
"MALRD1",0.86
"MALSU1",1.58
"MALT1",1.02
"MAMDC2",0.9
"MAMDC2-AS1",0.92
"MAMDC4",12.6
"MAML1",1.8
"MAML2",0.94
"MAML3",1.09
"MAMLD1",1.07
"MAMSTR",2.18
"MAN1A1",1.04
"MAN1A2",1.17
"MAN1B1",5.41
"MAN1B1-AS1",4.71
"MAN1C1",1.19
"MAN2A1",1.06
"MAN2A2",2.87
"MAN2B1",2.49
"MAN2B2",2.19
"MAN2C1",7.39
"MANBA",1.11
"MANBAL",2.14
"MANEA",0.95
"MANEA-AS1",0.86
"MANEAL",2.84
"MANF",3.51
"MANSC1",1.15
"MANSC4",1.16
"MAOA",1.01
"MAOB",0.85
"MAP10",1.25
"MAP1A",1.92
"MAP1B",0.95
"MAP1LC3A",2.19
"MAP1LC3B",2.04
"MAP1LC3B2",0.78
"MAP1LC3C",0.79
"MAP1S",4.41
"MAP2",0.8
"MAP2K1",1.46
"MAP2K2",4.97
"MAP2K3",3.14
"MAP2K4",1.16
"MAP2K4P1",0.92
"MAP2K5",0.96
"MAP2K6",0.86
"MAP2K7",20.56
"MAP3K1",1.4
"MAP3K10",2.15
"MAP3K11",5.15
"MAP3K12",7.98
"MAP3K13",1.04
"MAP3K14",3.36
"MAP3K14-AS1",3.25
"MAP3K15",0.98
"MAP3K19",0.86
"MAP3K2",1.07
"MAP3K20-AS1",1.13
"MAP3K21",1.16
"MAP3K3",1.75
"MAP3K4",1.05
"MAP3K5",1.11
"MAP3K6",7.77
"MAP3K7",1.2
"MAP3K7CL",0.83
"MAP3K8",1.42
"MAP3K9",1.7
"MAP4",2.51
"MAP4K1",1.06
"MAP4K2",2.25
"MAP4K3",1.31
"MAP4K4",1.18
"MAP4K5",1.17
"MAP6",0.75
"MAP6D1",2.26
"MAP7",1.23
"MAP7D1",2.58
"MAP7D2",0.89
"MAP7D3",1.15
"MAP9",0.85
"MAPK1",1.29
"MAPK10",0.83
"MAPK11",5.64
"MAPK12",5.1
"MAPK13",3.92
"MAPK14",1.46
"MAPK15",20.66
"MAPK1IP1L",1.98
"MAPK3",2.86
"MAPK4",0.97
"MAPK6",1.65
"MAPK7",4.21
"MAPK8",1.08
"MAPK8IP1",2.98
"MAPK8IP1P2",1.28
"MAPK8IP2",0.88
"MAPK8IP3",4.21
"MAPK9",1.68
"MAPKAP1",1.2
"MAPKAPK2",2.36
"MAPKAPK3",2.3
"MAPKAPK5",1.66
"MAPKAPK5-AS1",3.85
"MAPKBP1",1.31
"MAPRE1",2.79
"MAPRE2",0.81
"MAPRE3",1.5
"MAPT",1.68
"MAPT-AS1",0.97
"MAPT-IT1",1.28
"MARCKS",1.12
"MARCKSL1",10.44
"MARCO",0.82
"MARK1",0.82
"MARK2",1.95
"MARK2P9",1.25
"MARK3",1.67
"MARK4",3.42
"MARS",3.34
"MARS2",1.17
"MARVELD1",1.82
"MARVELD2",1.19
"MARVELD3",3.64
"MAS1",0.9
"MAS1L",1.11
"MASCRNA",18.58
"MASP1",0.75
"MASP2",2.5
"MAST1",3.98
"MAST2",1.56
"MAST3",3.04
"MAST4",0.99
"MAST4-AS1",1.13
"MASTL",2.23
"MAT1A",0.83
"MAT2A",11.68
"MAT2B",0.85
"MATK",2.62
"MATN1",3.07
"MATN1-AS1",3.09
"MATN2",0.99
"MATN3",0.95
"MATN4",0.95
"MATR3",2.8
"MAU2",7.29
"MAVS",4.79
"MAX",1.58
"MAZ",12.12
"MB",1.29
"MB21D1",1.57
"MB21D2",1.13
"MBD1",2.2
"MBD2",1.3
"MBD3",8.06
"MBD3L1",0.7
"MBD3L2",1.01
"MBD3L3",0.98
"MBD3L4",0.97
"MBD3L5",0.91
"MBD4",2.42
"MBD5",1
"MBD6",9.46
"MBIP",1.34
"MBL1P",0.87
"MBL2",0.66
"MBLAC1",2.67
"MBLAC2",1.06
"MBNL1",1.06
"MBNL1-AS1",1.46
"MBNL2",1.12
"MBNL3",0.9
"MBOAT1",1.66
"MBOAT2",1.02
"MBOAT4",0.89
"MBOAT7",3.99
"MBP",1.33
"MBTD1",1.2
"MBTPS1",2.28
"MBTPS2",1.37
"MC1R",5.96
"MC2R",0.88
"MC3R",0.79
"MC4R",0.76
"MC5R",0.82
"MCAM",2.39
"MCAT",4.22
"MCC",0.92
"MCCC1",1.38
"MCCC2",1.59
"MCCD1",2.88
"MCEE",1.47
"MCEMP1",1.24
"MCF2",0.79
"MCF2L",3.53
"MCF2L-AS1",2.37
"MCF2L2",0.8
"MCFD2",1.87
"MCHR1",0.75
"MCHR2",0.89
"MCHR2-AS1",0.8
"MCIDAS",1.92
